7310;1678;nk;Nápojové kartóny;1;11;240 normální HV
7311;1678;p;Papír;1;14;1100 normální HV
7312;1678;sb;Barevné sklo;1;41;1500 M 1,5 SV
7313;1678;u;Plast;1;14;1100 normální HV
7318;1680;nk;Nápojové kartóny;1;21;1100 normální HV
7319;1680;p;Papír;1;12;1100 normální HV
7320;1680;sb;Barevné sklo;1;41;1500 M 1,5 SV
7321;1680;u;Plast;1;12;1100 normální HV
7322;1681;nk;Nápojové kartóny;1;11;240 normální HV
7323;1681;p;Papír;1;12;1100 normální HV
7324;1681;sb;Barevné sklo;1;41;1500 M 1,5 SV
7325;1681;u;Plast;1;12;1100 normální HV
7326;1682;nk;Nápojové kartóny;1;11;240 normální HV
7327;1682;p;Papír;1;13;1100 normální HV
7328;1682;sb;Barevné sklo;1;41;1500 M 1,5 SV
7329;1682;u;Plast;1;13;1100 normální HV
7330;1683;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
7331;1683;nk;Nápojové kartóny;1;21;1100 normální HV
7332;1683;p;Papír;1;13;1100 normální HV
7333;1683;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
7334;1683;u;Plast;1;13;1100 normální HV
20282;1683;ko;Kovy;1;61;1100 mini H SV
7335;1684;nk;Nápojové kartóny;1;11;240 normální HV
7336;1684;p;Papír;1;12;1100 normální HV
7337;1684;sb;Barevné sklo;1;41;1500 M 1,5 SV
7338;1684;u;Plast;1;12;1100 normální HV
7346;1687;sc;Čiré sklo;0,5;21;3300 GFA DUO SV
7347;1687;nk;Nápojové kartóny;1;21;1100 normální HV
7348;1687;p;Papír;1;14;1100 normální HV
7349;1687;sb;Barevné sklo;0,5;21;3300 GFA DUO SV
7350;1687;u;Plast;1;14;1100 normální HV
7351;1688;nk;Nápojové kartóny;1;11;240 normální HV
7352;1688;p;Papír;1;13;1100 normální HV
7353;1688;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
7354;1688;u;Plast;1;13;1100 normální HV
19333;1688;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
19334;1688;ko;Kovy;1;61;1100 mini H SV
7359;1690;nk;Nápojové kartóny;1;21;1100 normální HV
7360;1690;p;Papír;1;13;1100 normální HV
7361;1690;sb;Barevné sklo;1;41;1500 M 1,5 SV
7362;1690;u;Plast;1;13;1100 normální HV
7363;1691;nk;Nápojové kartóny;1;11;240 normální HV
7364;1691;p;Papír;1;13;1100 normální HV
7365;1691;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
7366;1691;u;Plast;1;13;1100 normální HV
19335;1691;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
19336;1691;ko;Kovy;1;61;1100 mini H SV
7371;1693;nk;Nápojové kartóny;1;11;240 normální HV
7372;1693;p;Papír;1;12;1100 normální HV
7373;1693;sb;Barevné sklo;1;41;1500 M 1,5 SV
7374;1693;u;Plast;1;13;1100 normální HV
20283;1693;ko;Kovy;1;61;1100 mini H SV
7379;1695;ko;Kovy;1;61;1100 mini H SV
7380;1695;nk;Nápojové kartóny;1;11;1100 normální HV
7381;1695;p;Papír;1;14;1100 normální HV
7382;1695;sb;Barevné sklo;1;21;1500 M 1,5 SV
18936;1695;u;Plast;2;14;1100 normální HV
7387;1697;nk;Nápojové kartóny;1;21;1100 normální HV
7388;1697;p;Papír;1;13;1100 normální HV
7389;1697;sb;Barevné sklo;1;41;1500 M 1,5 SV
7390;1697;u;Plast;1;13;1100 normální HV
7391;1698;ko;Kovy;1;61;1100 mini H SV
7392;1698;nk;Nápojové kartóny;1;21;1100 normální HV
7393;1698;p;Papír;2;13;1100 normální HV
7394;1698;sb;Barevné sklo;1;41;1500 M 1,5 SV
18937;1698;u;Plast;2;13;1100 normální HV
7395;1699;nk;Nápojové kartóny;1;21;1100 normální HV
7396;1699;p;Papír;1;13;1100 normální HV
7397;1699;sb;Barevné sklo;0,5;41;3300 GFA DUO SV
7398;1699;u;Plast;1;13;1100 normální HV
19337;1699;sc;Čiré sklo;0,5;41;3300 GFA DUO SV
19338;1699;ko;Kovy;1;61;1100 mini H SV
19881;1699;e;Elektrozařízení;1;41;2150 MEVA SV
